time_s,x_m,y_m,vx_m_s,vy_m_s
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-1.500000,1.000000,0.000000,0.000000
0.000000,-1.500000,1.000000,0.000000,0.000000
0.000100,-1.499975,0.999983,0.024958,-0.016644
0.000600,-1.499975,0.999983,0.024958,-0.016644
0.001000,-1.499975,0.999983,0.024958,-0.016644
0.002000,-1.499925,0.999950,0.049576,-0.033062
0.003000,-1.499852,0.999901,0.073859,-0.049255
0.004000,-1.499754,0.999836,0.097809,-0.065224
0.005000,-1.499632,0.999755,0.121429,-0.080972
0.006000,-1.499488,0.999658,0.144723,-0.096501
0.007000,-1.499320,0.999547,0.167692,-0.111810
0.008000,-1.499130,0.999420,0.190341,-0.126903
0.009000,-1.498917,0.999278,0.212672,-0.141781
0.010000,-1.498682,0.999121,0.234688,-0.156444
0.011000,-1.498426,0.998951,0.256392,-0.170896
0.012000,-1.498148,0.998765,0.277786,-0.185137
0.013000,-1.497849,0.998566,0.298875,-0.199170
0.014000,-1.497530,0.998353,0.319659,-0.212995
0.015000,-1.497189,0.998127,0.340143,-0.226614
0.015625,-1.496829,0.997887,0.360329,-0.240029
0.016000,-1.496829,0.997887,0.360329,-0.240029
0.017000,-1.496449,0.997633,0.380220,-0.253242
0.018000,-1.496049,0.997367,0.399819,-0.266254
0.019000,-1.495630,0.997088,0.419128,-0.279067
0.020000,-1.495192,0.996796,0.438150,-0.291683
0.021000,-1.494735,0.996492,0.456887,-0.304102
0.022000,-1.494260,0.996176,0.475343,-0.316327
0.023000,-1.493766,0.995848,0.493521,-0.328359
0.024000,-1.493255,0.995507,0.511421,-0.340199
0.025000,-1.492726,0.995155,0.529049,-0.351851
0.026000,-1.492179,0.994792,0.546405,-0.363314
0.027000,-1.491616,0.994418,0.563493,-0.374591
0.028000,-1.491035,0.994032,0.580314,-0.385683
0.029000,-1.490438,0.993635,0.596873,-0.396591
0.030000,-1.489825,0.993228,0.613170,-0.407319
0.031000,-1.489196,0.992810,0.629209,-0.417866
0.031250,-1.488551,0.992382,0.644993,-0.428234
0.032000,-1.488551,0.992382,0.644993,-0.428234
0.033000,-1.487891,0.991943,0.660522,-0.438426
0.034000,-1.487215,0.991495,0.675801,-0.448442
0.035000,-1.486524,0.991037,0.690832,-0.458284
0.036000,-1.485818,0.990569,0.705616,-0.467954
0.037000,-1.485098,0.990091,0.720156,-0.477454
0.038000,-1.484364,0.989605,0.734455,-0.486784
0.039000,-1.483615,0.989109,0.748515,-0.495946
0.040000,-1.482853,0.988604,0.762338,-0.504943
0.041000,-1.482077,0.988090,0.775927,-0.513775
0.042000,-1.481288,0.987567,0.789284,-0.522443
0.043000,-1.480485,0.987036,0.802411,-0.530950
0.044000,-1.479670,0.986497,0.815311,-0.539297
0.045000,-1.478842,0.985950,0.827985,-0.547486
0.046000,-1.478001,0.985394,0.840436,-0.555517
0.046875,-1.477149,0.984831,0.852667,-0.563393
0.047000,-1.477149,0.984831,0.852667,-0.563393
0.048000,-1.476284,0.984260,0.864679,-0.571115
0.049000,-1.475408,0.983681,0.876474,-0.578684
0.050000,-1.474520,0.983095,0.888056,-0.586102
0.051000,-1.473620,0.982502,0.899425,-0.593370
0.052000,-1.472710,0.981901,0.910584,-0.600489
0.053000,-1.471788,0.981294,0.921536,-0.607462
0.054000,-1.470856,0.980679,0.932282,-0.614290
0.055000,-1.469913,0.980058,0.942824,-0.620973
0.056000,-1.468960,0.979431,0.953165,-0.627514
0.057000,-1.467996,0.978797,0.963306,-0.633914
0.058000,-1.467023,0.978157,0.973250,-0.640173
0.059000,-1.466040,0.977510,0.982999,-0.646295
0.060000,-1.465048,0.976858,0.992554,-0.652279
0.061000,-1.464046,0.976200,1.001918,-0.658128
0.062000,-1.463035,0.975536,1.011093,-0.663843
0.062500,-1.462015,0.974867,1.020080,-0.669425
0.063000,-1.462015,0.974867,1.020080,-0.669425
0.064000,-1.460986,0.974192,1.028882,-0.674875
0.065000,-1.459948,0.973512,1.037501,-0.680195
0.066000,-1.458902,0.972826,1.045938,-0.685386
0.067000,-1.457848,0.972136,1.054195,-0.690450
0.068000,-1.456786,0.971440,1.062275,-0.695387
0.069000,-1.455716,0.970740,1.070178,-0.700200
0.070000,-1.454638,0.970035,1.077908,-0.704889
0.071000,-1.453552,0.969326,1.085466,-0.709456
0.072000,-1.452459,0.968612,1.092854,-0.713902
0.073000,-1.451359,0.967894,1.100073,-0.718228
0.074000,-1.450252,0.967171,1.107126,-0.722436
0.075000,-1.449138,0.966445,1.114014,-0.726526
0.076000,-1.448017,0.965714,1.120739,-0.730501
0.077000,-1.446890,0.964980,1.127303,-0.734361
0.078000,-1.445756,0.964242,1.133707,-0.738108
0.078125,-1.444616,0.963500,1.139954,-0.741743
0.079000,-1.444616,0.963500,1.139954,-0.741743
0.080000,-1.443470,0.962755,1.146045,-0.745267
0.081000,-1.442318,0.962006,1.151982,-0.748681
0.082000,-1.441161,0.961254,1.157766,-0.751986
0.083000,-1.439997,0.960499,1.163400,-0.755185
0.084000,-1.438828,0.959741,1.168885,-0.758277
0.085000,-1.437654,0.958979,1.174222,-0.761264
0.086000,-1.436475,0.958215,1.179414,-0.764148
0.087000,-1.435290,0.957448,1.184461,-0.766929
0.088000,-1.434101,0.956679,1.189367,-0.769609
0.089000,-1.432907,0.955907,1.194131,-0.772188
0.090000,-1.431708,0.955132,1.198757,-0.774669
0.091000,-1.430505,0.954355,1.203244,-0.777052
0.092000,-1.429297,0.953575,1.207596,-0.779337
0.093000,-1.428085,0.952794,1.211814,-0.781528
0.093750,-1.426869,0.952010,1.215899,-0.783623
0.094000,-1.426869,0.952010,1.215899,-0.783623
0.095000,-1.425650,0.951225,1.219852,-0.785625
0.096000,-1.424426,0.950437,1.223676,-0.787535
0.097000,-1.423199,0.949648,1.227372,-0.789354
0.098000,-1.421968,0.948857,1.230941,-0.791082
0.099000,-1.420733,0.948064,1.234385,-0.792722
0.100000,-1.419496,0.947270,1.237705,-0.794273
0.101000,-1.418255,0.946474,1.240904,-0.795738
0.102000,-1.417011,0.945677,1.243981,-0.797116
0.103000,-1.415764,0.944878,1.246940,-0.798410
0.104000,-1.414514,0.944079,1.249781,-0.799620
0.105000,-1.413261,0.943278,1.252505,-0.800747
0.106000,-1.412006,0.942476,1.255115,-0.801793
0.107000,-1.410749,0.941674,1.257611,-0.802757
0.108000,-1.409489,0.940870,1.259995,-0.803642
0.109000,-1.408226,0.940065,1.262268,-0.804448
0.109375,-1.406962,0.939260,1.264432,-0.805177
0.110000,-1.406962,0.939260,1.264432,-0.805177
0.111000,-1.405696,0.938454,1.266489,-0.805828
0.112000,-1.404427,0.937648,1.268438,-0.806404
0.113000,-1.403157,0.936841,1.270283,-0.806905
0.114000,-1.401885,0.936034,1.272024,-0.807333
0.115000,-1.400611,0.935226,1.273662,-0.807687
0.116000,-1.399336,0.934418,1.275199,-0.807969
0.117000,-1.398059,0.933610,1.276636,-0.808181
0.118000,-1.396781,0.932802,1.277974,-0.808322
0.119000,-1.395502,0.931993,1.279215,-0.808394
0.120000,-1.394222,0.931185,1.280360,-0.808398
0.121000,-1.392940,0.930377,1.281411,-0.808334
0.122000,-1.391658,0.929568,1.282367,-0.808204
0.123000,-1.390375,0.928760,1.283232,-0.808008
0.124000,-1.389091,0.927953,1.284005,-0.807748
0.125000,-1.387806,0.927145,1.284689,-0.807424
0.126000,-1.386521,0.926338,1.285283,-0.807037
0.127000,-1.385235,0.925532,1.285791,-0.806588
0.128000,-1.383949,0.924725,1.286212,-0.806077
0.129000,-1.382662,0.923920,1.286548,-0.805507
0.130000,-1.381375,0.923115,1.286800,-0.804876
0.131000,-1.380088,0.922311,1.286969,-0.804187
0.132000,-1.378801,0.921507,1.287057,-0.803440
0.133000,-1.377514,0.920705,1.287064,-0.802636
0.134000,-1.376227,0.919903,1.286992,-0.801776
0.135000,-1.374940,0.919102,1.286841,-0.800860
0.136000,-1.373654,0.918302,1.286613,-0.799890
0.137000,-1.372368,0.917503,1.286309,-0.798866
0.138000,-1.371082,0.916706,1.285931,-0.797788
0.139000,-1.369796,0.915909,1.285478,-0.796659
0.140000,-1.368511,0.915114,1.284952,-0.795477
0.140625,-1.367227,0.914319,1.284355,-0.794245
0.141000,-1.367227,0.914319,1.284355,-0.794245
0.142000,-1.365943,0.913526,1.283687,-0.792963
0.143000,-1.364660,0.912735,1.282949,-0.791632
0.144000,-1.363378,0.911944,1.282142,-0.790252
0.145000,-1.362097,0.911156,1.281268,-0.788824
0.146000,-1.360816,0.910368,1.280327,-0.787349
0.147000,-1.359537,0.909582,1.279320,-0.785828
0.148000,-1.358259,0.908798,1.278249,-0.784261
0.149000,-1.356982,0.908016,1.277113,-0.782648
0.150000,-1.355706,0.907235,1.275915,-0.780992
0.151000,-1.354431,0.906455,1.274655,-0.779292
0.152000,-1.353158,0.905678,1.273335,-0.777549
0.153000,-1.351886,0.904902,1.271954,-0.775764
0.154000,-1.350615,0.904128,1.270514,-0.773938
0.155000,-1.349346,0.903356,1.269016,-0.772070
0.156000,-1.348079,0.902586,1.267461,-0.770162
0.156250,-1.346813,0.901818,1.265850,-0.768215
0.157000,-1.346813,0.901818,1.265850,-0.768215
0.158000,-1.345549,0.901051,1.264183,-0.766228
0.159000,-1.344286,0.900287,1.262462,-0.764204
0.160000,-1.343026,0.899525,1.260687,-0.762141
0.161000,-1.341767,0.898765,1.258859,-0.760042
0.162000,-1.340510,0.898007,1.256979,-0.757906
0.163000,-1.339255,0.897251,1.255049,-0.755734
0.164000,-1.338002,0.896498,1.253067,-0.753527
0.165000,-1.336751,0.895746,1.251037,-0.751285
0.166000,-1.335502,0.894997,1.248958,-0.749010
0.167000,-1.334255,0.894251,1.246831,-0.746701
0.168000,-1.333010,0.893506,1.244657,-0.744359
0.169000,-1.331768,0.892764,1.242436,-0.741984
0.170000,-1.330528,0.892025,1.240171,-0.739578
0.171000,-1.329290,0.891288,1.237860,-0.737141
0.171875,-1.328054,0.890553,1.235506,-0.734673
0.172000,-1.328054,0.890553,1.235506,-0.734673
0.173000,-1.326821,0.889821,1.233109,-0.732175
0.174000,-1.325591,0.889091,1.230669,-0.729648
0.175000,-1.324362,0.888364,1.228187,-0.727092
0.176000,-1.323137,0.887640,1.225665,-0.724507
0.177000,-1.321914,0.886918,1.223102,-0.721894
0.178000,-1.320693,0.886198,1.220500,-0.719254
0.179000,-1.319475,0.885482,1.217859,-0.716587
0.180000,-1.318260,0.884768,1.215181,-0.713894
0.181000,-1.317048,0.884057,1.212464,-0.711175
0.182000,-1.315838,0.883348,1.209711,-0.708430
0.183000,-1.314631,0.882643,1.206922,-0.705661
0.184000,-1.313427,0.881940,1.204098,-0.702867
0.185000,-1.312226,0.881240,1.201239,-0.700049
0.186000,-1.311027,0.880543,1.198346,-0.697208
0.187000,-1.309832,0.879848,1.195420,-0.694344
0.187500,-1.308639,0.879157,1.192461,-0.691458
0.188000,-1.308639,0.879157,1.192461,-0.691458
0.189000,-1.307450,0.878468,1.189470,-0.688549
0.190000,-1.306264,0.877783,1.186447,-0.685619
0.191000,-1.305080,0.877100,1.183394,-0.682668
0.192000,-1.303900,0.876420,1.180310,-0.679696
0.193000,-1.302723,0.875744,1.177197,-0.676704
0.194000,-1.301549,0.875070,1.174055,-0.673692
0.195000,-1.300378,0.874399,1.170884,-0.670661
0.196000,-1.299210,0.873732,1.167686,-0.667611
0.197000,-1.298046,0.873067,1.164460,-0.664542
0.198000,-1.296884,0.872406,1.161207,-0.661455
0.199000,-1.295726,0.871747,1.157929,-0.658351
0.200000,-1.294572,0.871092,1.154624,-0.655229
0.201000,-1.293420,0.870440,1.151295,-0.652091
0.202000,-1.292273,0.869791,1.147941,-0.648936
0.203000,-1.291128,0.869145,1.144564,-0.645765
0.203125,-1.289987,0.868503,1.141162,-0.642578
0.204000,-1.289987,0.868503,1.141162,-0.642578
0.205000,-1.288849,0.867863,1.137738,-0.639376
0.206000,-1.287715,0.867227,1.134292,-0.636160
0.207000,-1.286584,0.866594,1.130824,-0.632928
0.208000,-1.285457,0.865964,1.127334,-0.629683
0.209000,-1.284333,0.865338,1.123823,-0.626423
0.210000,-1.283212,0.864715,1.120293,-0.623151
0.211000,-1.282096,0.864095,1.116742,-0.619865
0.212000,-1.280983,0.863478,1.113172,-0.616566
0.213000,-1.279873,0.862865,1.109583,-0.613255
0.214000,-1.278767,0.862255,1.105975,-0.609932
0.215000,-1.277665,0.861649,1.102349,-0.606598
0.216000,-1.276566,0.861045,1.098706,-0.603252
0.217000,-1.275471,0.860446,1.095046,-0.599895
0.218000,-1.274380,0.859849,1.091369,-0.596527
0.218750,-1.273292,0.859256,1.087676,-0.593149
0.219000,-1.273292,0.859256,1.087676,-0.593149
0.220000,-1.272208,0.858666,1.083968,-0.589761
0.221000,-1.271128,0.858080,1.080244,-0.586363
0.222000,-1.270051,0.857497,1.076505,-0.582956
0.223000,-1.268978,0.856917,1.072751,-0.579540
0.224000,-1.267909,0.856341,1.068984,-0.576115
0.225000,-1.266844,0.855768,1.065202,-0.572681
0.226000,-1.265783,0.855199,1.061408,-0.569240
0.227000,-1.264725,0.854633,1.057601,-0.565790
0.228000,-1.263671,0.854071,1.053781,-0.562333
0.229000,-1.262621,0.853512,1.049949,-0.558868
0.230000,-1.261575,0.852957,1.046105,-0.555397
0.231000,-1.260533,0.852405,1.042250,-0.551919
0.232000,-1.259495,0.851856,1.038385,-0.548434
0.233000,-1.258460,0.851312,1.034508,-0.544943
0.234000,-1.257430,0.850770,1.030622,-0.541446
0.234375,-1.256403,0.850232,1.026725,-0.537944
0.235000,-1.256403,0.850232,1.026725,-0.537944
0.236000,-1.255380,0.849698,1.022819,-0.534436
0.237000,-1.254361,0.849167,1.018904,-0.530923
0.238000,-1.253346,0.848639,1.014980,-0.527405
0.239000,-1.252335,0.848115,1.011048,-0.523882
0.240000,-1.251328,0.847595,1.007107,-0.520356
0.241000,-1.250325,0.847078,1.003159,-0.516825
0.242000,-1.249326,0.846565,0.999203,-0.513290
0.243000,-1.248330,0.846055,0.995240,-0.509751
0.244000,-1.247339,0.845549,0.991270,-0.506209
0.245000,-1.246352,0.845046,0.987294,-0.502664
0.246000,-1.245369,0.844547,0.983311,-0.499116
0.247000,-1.244389,0.844052,0.979323,-0.495566
0.248000,-1.243414,0.843560,0.975329,-0.492013
0.249000,-1.242443,0.843071,0.971329,-0.488457
0.250000,-1.241475,0.842586,0.967325,-0.484900
0.251000,-1.240512,0.842105,0.963316,-0.481341
0.252000,-1.239553,0.841627,0.959302,-0.477780
0.253000,-1.238597,0.841153,0.955285,-0.474218
0.254000,-1.237646,0.840682,0.951263,-0.470654
0.255000,-1.236699,0.840215,0.947238,-0.467090
0.256000,-1.235756,0.839752,0.943210,-0.463525
0.257000,-1.234816,0.839292,0.939178,-0.459959
0.258000,-1.233881,0.838835,0.935144,-0.456393
0.259000,-1.232950,0.838383,0.931107,-0.452827
0.260000,-1.232023,0.837933,0.927068,-0.449261
0.261000,-1.231100,0.837488,0.923027,-0.445695
0.262000,-1.230181,0.837045,0.918984,-0.442130
0.263000,-1.229266,0.836607,0.914939,-0.438565
0.264000,-1.228355,0.836172,0.910894,-0.435001
0.265000,-1.227448,0.835740,0.906847,-0.431438
0.265625,-1.226546,0.835313,0.902799,-0.427876
0.266000,-1.226546,0.835313,0.902799,-0.427876
0.267000,-1.225647,0.834888,0.898751,-0.424315
0.268000,-1.224752,0.834468,0.894703,-0.420756
0.269000,-1.223862,0.834050,0.890654,-0.417199
0.270000,-1.222975,0.833637,0.886605,-0.413643
0.271000,-1.222092,0.833227,0.882557,-0.410089
0.272000,-1.221214,0.832820,0.878509,-0.406538
0.273000,-1.220339,0.832417,0.874462,-0.402989
0.274000,-1.219469,0.832018,0.870416,-0.399442
0.275000,-1.218603,0.831622,0.866372,-0.395898
0.276000,-1.217740,0.831229,0.862328,-0.392357
0.277000,-1.216882,0.830841,0.858286,-0.388819
0.278000,-1.216028,0.830455,0.854246,-0.385284
0.279000,-1.215178,0.830073,0.850208,-0.381752
0.280000,-1.214331,0.829695,0.846172,-0.378224
0.281000,-1.213489,0.829321,0.842138,-0.374699
0.281250,-1.212651,0.828949,0.838107,-0.371178
0.282000,-1.212651,0.828949,0.838107,-0.371178
0.283000,-1.211817,0.828582,0.834079,-0.367661
0.284000,-1.210987,0.828218,0.830054,-0.364147
0.285000,-1.210161,0.827857,0.826031,-0.360638
0.286000,-1.209339,0.827500,0.822012,-0.357133
0.287000,-1.208521,0.827146,0.817997,-0.353633
0.288000,-1.207707,0.826796,0.813985,-0.350137
0.289000,-1.206897,0.826449,0.809976,-0.346646
0.290000,-1.206091,0.826106,0.805972,-0.343159
0.291000,-1.205289,0.825767,0.801972,-0.339678
0.292000,-1.204491,0.825430,0.797976,-0.336201
0.293000,-1.203697,0.825098,0.793985,-0.332730
0.294000,-1.202907,0.824768,0.789998,-0.329264
0.295000,-1.202121,0.824443,0.786016,-0.325803
0.296000,-1.201339,0.824120,0.782039,-0.322348
0.296875,-1.200561,0.823801,0.778067,-0.318898
0.297000,-1.200561,0.823801,0.778067,-0.318898
0.298000,-1.199787,0.823486,0.774100,-0.315455
0.299000,-1.199017,0.823174,0.770139,-0.312017
0.300000,-1.198251,0.822865,0.766183,-0.308585
0.301000,-1.197488,0.822560,0.762232,-0.305159
0.302000,-1.196730,0.822258,0.758288,-0.301740
0.303000,-1.195976,0.821960,0.754349,-0.298327
0.304000,-1.195225,0.821665,0.750417,-0.294920
0.305000,-1.194479,0.821374,0.746490,-0.291520
0.306000,-1.193736,0.821085,0.742570,-0.288126
0.307000,-1.192998,0.820801,0.738657,-0.284739
0.308000,-1.192263,0.820519,0.734750,-0.281359
0.309000,-1.191532,0.820241,0.730850,-0.277986
0.310000,-1.190805,0.819967,0.726957,-0.274620
0.311000,-1.190082,0.819696,0.723070,-0.271261
0.312000,-1.189363,0.819428,0.719191,-0.267909
0.312500,-1.188647,0.819163,0.715319,-0.264565
0.313000,-1.188647,0.819163,0.715319,-0.264565
0.314000,-1.187936,0.818902,0.711454,-0.261228
0.315000,-1.187228,0.818644,0.707597,-0.257899
0.316000,-1.186525,0.818389,0.703747,-0.254577
0.317000,-1.185825,0.818138,0.699905,-0.251262
0.318000,-1.185129,0.817890,0.696071,-0.247956
0.319000,-1.184436,0.817645,0.692245,-0.244657
0.320000,-1.183748,0.817404,0.688427,-0.241367
0.321000,-1.183063,0.817166,0.684616,-0.238084
0.322000,-1.182383,0.816931,0.680815,-0.234809
0.323000,-1.181706,0.816700,0.677021,-0.231543
0.324000,-1.181032,0.816471,0.673236,-0.228285
0.325000,-1.180363,0.816246,0.669459,-0.225035
0.326000,-1.179697,0.816025,0.665691,-0.221794
0.327000,-1.179035,0.815806,0.661932,-0.218561
0.328000,-1.178377,0.815591,0.658181,-0.215336
0.328125,-1.177723,0.815379,0.654440,-0.212120
0.329000,-1.177723,0.815379,0.654440,-0.212120
0.330000,-1.177072,0.815170,0.650707,-0.208913
0.331000,-1.176425,0.814964,0.646983,-0.205715
0.332000,-1.175782,0.814761,0.643269,-0.202526
0.333000,-1.175142,0.814562,0.639564,-0.199345
0.334000,-1.174506,0.814366,0.635868,-0.196174
0.335000,-1.173874,0.814173,0.632182,-0.193011
0.336000,-1.173245,0.813983,0.628506,-0.189858
0.337000,-1.172621,0.813796,0.624838,-0.186713
0.338000,-1.171999,0.813613,0.621181,-0.183578
0.339000,-1.171382,0.813432,0.617534,-0.180453
0.340000,-1.170768,0.813255,0.613896,-0.177336
0.341000,-1.170158,0.813081,0.610268,-0.174230
0.342000,-1.169551,0.812910,0.606650,-0.171132
0.343000,-1.168948,0.812741,0.603043,-0.168044
0.343750,-1.168349,0.812577,0.599445,-0.164966
0.344000,-1.168349,0.812577,0.599445,-0.164966
0.345000,-1.167753,0.812415,0.595858,-0.161897
0.346000,-1.167160,0.812256,0.592281,-0.158839
0.347000,-1.166572,0.812100,0.588715,-0.155789
0.348000,-1.165987,0.811947,0.585158,-0.152750
0.349000,-1.165405,0.811798,0.581613,-0.149721
0.350000,-1.164827,0.811651,0.578078,-0.146701
0.351000,-1.164252,0.811507,0.574554,-0.143692
0.352000,-1.163681,0.811366,0.571040,-0.140692
0.353000,-1.163114,0.811229,0.567538,-0.137703
0.354000,-1.162550,0.811094,0.564046,-0.134723
0.355000,-1.161989,0.810962,0.560565,-0.131754
0.356000,-1.161432,0.810833,0.557095,-0.128795
0.357000,-1.160878,0.810708,0.553636,-0.125847
0.358000,-1.160328,0.810585,0.550188,-0.122908
0.359000,-1.159782,0.810465,0.546751,-0.119980
0.359375,-1.159238,0.810348,0.543326,-0.117063
0.360000,-1.159238,0.810348,0.543326,-0.117063
0.361000,-1.158698,0.810234,0.539912,-0.114156
0.362000,-1.158162,0.810122,0.536509,-0.111259
0.363000,-1.157629,0.810014,0.533118,-0.108373
0.364000,-1.157099,0.809908,0.529738,-0.105497
0.365000,-1.156573,0.809806,0.526370,-0.102632
0.366000,-1.156050,0.809706,0.523013,-0.099778
0.367000,-1.155530,0.809609,0.519668,-0.096935
0.368000,-1.155014,0.809515,0.516334,-0.094102
0.369000,-1.154501,0.809424,0.513012,-0.091280
0.370000,-1.153991,0.809335,0.509702,-0.088468
0.371000,-1.153484,0.809250,0.506404,-0.085668
0.372000,-1.152981,0.809167,0.503118,-0.082878
0.373000,-1.152481,0.809087,0.499843,-0.080099
0.374000,-1.151985,0.809009,0.496581,-0.077332
0.375000,-1.151492,0.808935,0.493330,-0.074575
0.376000,-1.151001,0.808863,0.490092,-0.071829
0.377000,-1.150515,0.808794,0.486865,-0.069094
0.378000,-1.150031,0.808727,0.483651,-0.066370
0.379000,-1.149550,0.808664,0.480449,-0.063658
0.380000,-1.149073,0.808603,0.477259,-0.060956
0.381000,-1.148599,0.808544,0.474082,-0.058266
0.382000,-1.148128,0.808489,0.470917,-0.055587
0.383000,-1.147660,0.808436,0.467764,-0.052919
0.384000,-1.147196,0.808386,0.464623,-0.050262
0.385000,-1.146734,0.808338,0.461495,-0.047616
0.386000,-1.146276,0.808293,0.458380,-0.044982
0.387000,-1.145821,0.808251,0.455276,-0.042359
0.388000,-1.145369,0.808211,0.452186,-0.039748
0.389000,-1.144919,0.808174,0.449108,-0.037147
0.390000,-1.144473,0.808139,0.446042,-0.034559
0.390625,-1.144030,0.808107,0.442990,-0.031981
0.391000,-1.144030,0.808107,0.442990,-0.031981
0.392000,-1.143590,0.808078,0.439950,-0.029415
0.393000,-1.143153,0.808051,0.436922,-0.026861
0.394000,-1.142720,0.808027,0.433908,-0.024317
0.395000,-1.142289,0.808005,0.430906,-0.021786
0.396000,-1.141861,0.807986,0.427917,-0.019266
0.397000,-1.141436,0.807969,0.424940,-0.016757
0.398000,-1.141014,0.807955,0.421977,-0.014260
0.399000,-1.140595,0.807943,0.419027,-0.011775
0.400000,-1.140179,0.807934,0.416089,-0.009301
0.401000,-1.139766,0.807927,0.413165,-0.006838
0.402000,-1.139355,0.807922,0.410253,-0.004388
0.403000,-1.138948,0.807920,0.407354,-0.001949
0.404000,-1.138543,0.807921,0.404469,0.000479
0.405000,-1.138142,0.807924,0.401596,0.002894
0.406000,-1.137743,0.807929,0.398737,0.005298
0.406250,-1.137347,0.807937,0.395891,0.007691
0.407000,-1.137347,0.807937,0.395891,0.007691
0.408000,-1.136954,0.807947,0.393058,0.010072
0.409000,-1.136564,0.807959,0.390238,0.012441
0.410000,-1.136177,0.807974,0.387431,0.014798
0.411000,-1.135792,0.807991,0.384637,0.017143
0.412000,-1.135410,0.808011,0.381857,0.019477
0.413000,-1.135031,0.808032,0.379090,0.021799
0.414000,-1.134655,0.808057,0.376336,0.024109
0.415000,-1.134281,0.808083,0.373595,0.026408
0.416000,-1.133910,0.808112,0.370868,0.028694
0.417000,-1.133542,0.808143,0.368154,0.030969
0.418000,-1.133177,0.808176,0.365454,0.033232
0.419000,-1.132814,0.808211,0.362767,0.035483
0.420000,-1.132454,0.808249,0.360093,0.037723
0.421000,-1.132096,0.808289,0.357432,0.039950
0.421875,-1.131741,0.808331,0.354785,0.042166
0.422000,-1.131741,0.808331,0.354785,0.042166
0.423000,-1.131389,0.808376,0.352152,0.044370
0.424000,-1.131040,0.808422,0.349532,0.046562
0.425000,-1.130693,0.808471,0.346925,0.048742
0.426000,-1.130349,0.808522,0.344332,0.050911
0.427000,-1.130007,0.808575,0.341753,0.053067
0.428000,-1.129668,0.808630,0.339187,0.055212
0.429000,-1.129331,0.808687,0.336634,0.057344
0.430000,-1.128997,0.808747,0.334095,0.059465
0.431000,-1.128665,0.808808,0.331570,0.061574
0.432000,-1.128336,0.808872,0.329058,0.063671
0.433000,-1.128010,0.808938,0.326559,0.065757
0.434000,-1.127686,0.809006,0.324075,0.067830
0.435000,-1.127364,0.809076,0.321603,0.069892
0.436000,-1.127045,0.809148,0.319146,0.071941
0.437000,-1.126728,0.809222,0.316702,0.073979
0.437500,-1.126414,0.809298,0.314272,0.076005
0.438000,-1.126414,0.809298,0.314272,0.076005
0.439000,-1.126102,0.809376,0.311855,0.078019
0.440000,-1.125793,0.809456,0.309452,0.080021
0.441000,-1.125486,0.809538,0.307063,0.082011
0.442000,-1.125181,0.809622,0.304687,0.083989
0.443000,-1.124878,0.809708,0.302325,0.085956
0.444000,-1.124579,0.809795,0.299977,0.087911
0.445000,-1.124281,0.809885,0.297642,0.089853
0.446000,-1.123986,0.809977,0.295321,0.091784
0.447000,-1.123693,0.810071,0.293014,0.093703
0.448000,-1.123402,0.810166,0.290720,0.095611
0.449000,-1.123113,0.810264,0.288440,0.097506
0.450000,-1.122827,0.810363,0.286174,0.099389
0.451000,-1.122543,0.810465,0.283921,0.101261
0.452000,-1.122262,0.810568,0.281682,0.103121
0.453000,-1.121982,0.810673,0.279457,0.104969
0.453125,-1.121705,0.810779,0.277246,0.106805
0.454000,-1.121705,0.810779,0.277246,0.106805
0.455000,-1.121430,0.810888,0.275048,0.108630
0.456000,-1.121157,0.810999,0.272864,0.110443
0.457000,-1.120886,0.811111,0.270694,0.112243
0.458000,-1.120618,0.811225,0.268537,0.114033
0.459000,-1.120351,0.811341,0.266394,0.115810
0.460000,-1.120087,0.811458,0.264265,0.117575
0.461000,-1.119825,0.811578,0.262150,0.119329
0.462000,-1.119565,0.811699,0.260048,0.121071
0.463000,-1.119307,0.811821,0.257960,0.122802
0.464000,-1.119051,0.811946,0.255885,0.124520
0.465000,-1.118797,0.812072,0.253825,0.126227
0.466000,-1.118545,0.812200,0.251778,0.127923
0.467000,-1.118296,0.812330,0.249744,0.129606
0.468000,-1.118048,0.812461,0.247725,0.131278
0.468750,-1.117802,0.812594,0.245719,0.132938
0.469000,-1.117802,0.812594,0.245719,0.132938
0.470000,-1.117559,0.812728,0.243726,0.134587
0.471000,-1.117317,0.812865,0.241748,0.136224
0.472000,-1.117077,0.813003,0.239783,0.137850
0.473000,-1.116839,0.813142,0.237831,0.139463
0.474000,-1.116603,0.813283,0.235893,0.141066
0.475000,-1.116369,0.813426,0.233969,0.142656
0.476000,-1.116137,0.813570,0.232059,0.144235
0.477000,-1.115907,0.813716,0.230162,0.145803
0.478000,-1.115679,0.813863,0.228279,0.147359
0.479000,-1.115452,0.814012,0.226409,0.148904
0.480000,-1.115228,0.814162,0.224553,0.150437
0.481000,-1.115005,0.814314,0.222710,0.151958
0.482000,-1.114784,0.814468,0.220881,0.153468
0.483000,-1.114565,0.814623,0.219066,0.154967
0.484000,-1.114348,0.814779,0.217264,0.156454
0.484375,-1.114132,0.814937,0.215475,0.157930
0.485000,-1.114132,0.814937,0.215475,0.157930
0.486000,-1.113919,0.815097,0.213700,0.159395
0.487000,-1.113707,0.815257,0.211939,0.160848
0.488000,-1.113497,0.815420,0.210191,0.162290
