time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/std,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
24,9011,223232,109,2000.0,-31.58766963,0.0001393605079556437,0.03979024291038513,0.2,0.0003,1080,0.0072450843,0.8809906095266342,0.014478443190455437,4.56128058731556,0.12802734375,0.002117524922505254
24,9093,225280,110,2000.0,-27.76065478,0.00015636724115211109,0.039700813591480255,0.2,0.0003,1090,0.008145921,0.13842260837554932,-0.021408401429653168,4.589202107489109,0.13330078125,0.0012664736335864291
24,9178,227328,111,2000.0,-24.45736357,5.556784969087403e-05,0.03883080556988716,0.2,0.0003,1100,0.00542301,0.9478825442492962,-0.014274578541517258,4.626050640642643,0.132568359375,-0.0019529450393747539
24,9263,229376,112,2000.0,-21.732465549999997,3.6110923358023686e-05,0.03831397369503975,0.2,0.0003,1110,0.0051726797,0.9560051374137402,-0.0010240330593660474,4.659682703018189,0.1048828125,0.0015373852460470517
24,9346,231424,113,2000.0,-19.305968039999996,0.0015999121976477682,0.037836313247680664,0.2,0.0003,1120,0.0134688495,0.8467796295881271,-0.012185287661850452,4.683559206128121,0.1470703125,0.0006038159292074852
24,9430,233472,114,2000.0,-17.088081359999997,5.2985440171937624e-05,0.037837956100702286,0.2,0.0003,1130,0.01368493,0.2801368236541748,-0.02397773042321205,4.709272643923759,0.140966796875,0.002193747871206142
24,9513,235520,115,2000.0,-15.280810789999999,5.073701144908682e-05,0.03698132187128067,0.2,0.0003,1140,0.009344878,0.3050265312194824,-0.01345952320843935,4.737764869630337,0.11748046875,0.0015432136111485305
24,9596,237568,116,2000.0,-13.672023,6.469281415633077e-05,0.03675251081585884,0.2,0.0003,1150,0.009637147,0.7066489160060883,-0.015249308198690414,4.754462376236916,0.14873046875,0.0003221915147150867
24,9680,239616,117,2000.0,-12.285516719999999,9.063011737708848e-05,0.036613721400499344,0.2,0.0003,1160,0.010874082,0.9098271206021309,0.050823889672756195,4.761579744517803,0.126513671875,-0.0014886819262756035
24,9762,241664,118,2000.0,-11.042897520000002,5.667613542783556e-05,0.0366927832365036,0.2,0.0003,1170,0.011384778,0.3576464056968689,0.004666001070290804,4.769353131949901,0.140380859375,-0.000774489612376783
24,9846,243712,119,2000.0,-9.93275475,0.0008581458112558949,0.03585418686270714,0.2,0.0003,1180,0.01134274,0.9255013763904572,-0.024999449029564857,4.793367844820023,0.155615234375,-0.0012543897784780711
24,9934,245760,120,2000.0,-9.01009334,0.003694675085216659,0.035604532808065414,0.2,0.0003,1190,0.021714006,0.34415024518966675,-0.03068108670413494,4.801870530843734,0.1548828125,0.005590301781194284
24,10016,247808,121,2000.0,-8.144004989999999,0.000496903532206261,0.03541645407676697,0.2,0.0003,1200,0.031034902,0.9230794087052345,0.02277018129825592,4.816893164813519,0.15478515625,0.007190338447981048
24,10100,249856,122,2000.0,-7.41118645,0.00024353463523141272,0.03498699143528938,0.2,0.0003,1210,0.01185914,0.924178808927536,0.018950024619698524,4.84252617508173,0.1298828125,-0.0013017682198551484
